Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Avg Time Connected,Avg Commands Run,Avg File Modifications
806,1,2022-10-21 05:26:55.692,0.099,0,0,2022-10-23-0803_DATABASE_1_log,,,,
807,2,2022-10-21 05:26:55.692,-0.868,0,0,2022-10-23-0803_DATABASE_2_log,,,,
808,1,2022-10-21 05:26:55.693,-0.868,0,0,2022-10-23-0804_DATABASE_1_log,,,,
809,1,2022-10-21 05:26:55.693,-0.665,0,0,2022-10-23-0805_DATABASE_1_log,,,,
810,2,2022-10-21 05:26:55.694,0,0,0,2022-10-23-0805_DATABASE_2_log,,,,
811,1,2022-10-21 05:26:55.695,0,0,0,2022-10-23-0806_DATABASE_1_log,,,,
812,2,2022-10-21 05:26:55.695,-0.853,0,0,2022-10-23-0806_DATABASE_2_log,,,,
813,1,2022-10-21 05:26:55.695,-0.826,0,0,2022-10-23-0807_DATABASE_1_log,,,,
814,2,2022-10-21 05:26:55.696,-0.809,0,0,2022-10-23-0807_DATABASE_2_log,,,,
815,1,2022-10-21 05:26:55.696,-0.807,0,0,2022-10-23-0808_DATABASE_1_log,,,,
816,1,2022-10-21 05:26:55.696,-0.802,0,0,2022-10-23-0809_DATABASE_1_log,,,,
817,2,2022-10-21 05:26:55.697,-0.793,0,0,2022-10-23-0809_DATABASE_2_log,,,,
818,1,2022-10-21 05:26:55.697,-0.786,0,0,2022-10-23-0810_DATABASE_1_log,,,,
819,2,2022-10-21 05:26:55.697,-0.778,0,0,2022-10-23-0810_DATABASE_2_log,,,,
820,1,2022-10-21 05:26:55.698,-0.778,0,0,2022-10-23-0811_DATABASE_1_log,,,,
821,2,2022-10-21 05:26:55.698,-0.777,0,0,2022-10-23-0811_DATABASE_2_log,,,,
822,1,2022-10-21 05:26:55.698,-0.756,0,0,2022-10-23-0812_DATABASE_1_log,,,,
823,2,2022-10-21 05:26:55.698,-0.737,0,0,2022-10-23-0812_DATABASE_2_log,,,,
824,1,2022-10-21 05:26:55.698,-0.73,0,0,2022-10-23-0813_DATABASE_1_log,,,,
825,1,2022-10-21 05:26:55.699,0.327,0,0,2022-10-23-0814_DATABASE_1_log,,,,
826,2,2022-10-21 05:26:55.702,0.298,0,0,2022-10-23-0814_DATABASE_2_log,,,,
827,1,2022-10-21 05:26:55.702,0.273,0,0,2022-10-23-0815_DATABASE_1_log,,,,
828,2,2022-10-21 05:26:55.714,0.292,0,0,2022-10-23-0815_DATABASE_2_log,,,,
829,1,2022-10-21 05:26:55.717,0.315,0,0,2022-10-23-0816_DATABASE_1_log,,,,
830,2,2022-10-21 05:26:55.724,0.316,0,0,2022-10-23-0816_DATABASE_2_log,,,,
831,1,2022-10-21 05:26:55.724,0.32,0,0,2022-10-23-0817_DATABASE_1_log,,,,
832,2,2022-10-21 05:26:55.725,0.32,0,0,2022-10-23-0817_DATABASE_2_log,,,,
833,1,2022-10-21 05:26:55.727,0.327,0,0,2022-10-23-0818_DATABASE_1_log,,,,
834,1,2022-10-21 05:26:55.727,-0.402,0,0,2022-10-23-0819_DATABASE_1_log,,,,
835,2,2022-10-21 05:26:55.727,-0.334,0,0,2022-10-23-0819_DATABASE_2_log,,,,
836,1,2022-10-21 05:26:55.727,0,0,0,2022-10-23-0820_DATABASE_1_log,,,,
837,2,2022-10-21 05:26:55.727,0.025,0,0,2022-10-23-0820_DATABASE_2_log,,,,
838,1,2022-10-21 05:26:55.728,0.026,0,0,2022-10-23-0821_DATABASE_1_log,,,,
839,2,2022-10-21 05:26:55.728,0.027,0,0,2022-10-23-0821_DATABASE_2_log,,,,
840,1,2022-10-21 05:26:55.729,0.053,0,0,2022-10-23-0822_DATABASE_1_log,,,,
841,2,2022-10-21 05:26:55.729,0.053,0,0,2022-10-23-0822_DATABASE_2_log,,,,
842,1,2022-10-21 05:26:56.699,0.083,0,0,2022-10-23-0823_DATABASE_1_log,,,,
843,1,2022-10-21 05:28:15.725,0.084,0,0,2022-10-23-0824_DATABASE_1_log,,,,
844,2,2022-10-21 05:31:06.023,0.085,0,0,2022-10-23-0824_DATABASE_2_log,,,,
845,1,2022-10-21 05:31:06.029,0.091,0,0,2022-10-23-0825_DATABASE_1_log,,,,
846,2,2022-10-21 05:31:06.030,0.092,0,0,2022-10-23-0825_DATABASE_2_log,,,,
847,1,2022-10-21 05:31:06.031,0.092,0,0,2022-10-23-0826_DATABASE_1_log,,,,
848,2,2022-10-21 05:31:06.032,0.125,0,0,2022-10-23-0826_DATABASE_2_log,,,,
849,1,2022-10-21 05:31:06.032,0.126,0,0,2022-10-23-0827_DATABASE_1_log,,,,
850,2,2022-10-21 05:31:06.032,0.147,0,0,2022-10-23-0827_DATABASE_2_log,,,,
851,1,2022-10-21 05:31:06.035,0.322,0,0,2022-10-23-0828_DATABASE_1_log,,,,
852,1,2022-10-21 05:31:06.035,0.012,0,0,2022-10-23-0829_DATABASE_1_log,,,,
853,2,2022-10-21 05:31:06.037,0.038,0,0,2022-10-23-0829_DATABASE_2_log,,,,
854,4,2022-10-21 05:31:06.037,0.238,0,0,2022-10-23-0829_DATABASE_4_log,,,,
855,1,2022-10-21 05:31:06.038,0.324,0,0,2022-10-23-0830_DATABASE_1_log,,,,
856,2,2022-10-21 05:31:06.048,0.333,0,0,2022-10-23-0830_DATABASE_2_log,,,,
857,1,2022-10-21 05:31:06.084,0.065,0,0,2022-10-23-0831_DATABASE_1_log,,,,
858,1,2022-10-21 05:31:06.085,0,0,0,2022-10-23-0832_DATABASE_1_log,,,,
859,2,2022-10-21 05:36:38.316,0.066,0,0,2022-10-23-0832_DATABASE_2_log,,,,
860,1,2022-10-21 05:37:59.858,0.174,0,0,2022-10-23-0833_DATABASE_1_log,,,,
861,2,2022-10-21 05:39:18.997,0.622,0,0,2022-10-23-0833_DATABASE_2_log,,,,
862,1,2022-10-21 05:39:41.468,0.645,0,0,2022-10-23-0834_DATABASE_1_log,,,,
863,2,2022-10-21 05:39:41.471,0.645,0,0,2022-10-23-0834_DATABASE_2_log,,,,
864,1,2022-10-21 05:39:41.486,0.646,0,0,2022-10-23-0835_DATABASE_1_log,,,,
865,2,2022-10-21 05:39:41.487,0.696,0,0,2022-10-23-0835_DATABASE_2_log,,,,
866,1,2022-10-21 05:39:41.487,0.696,0,0,2022-10-23-0836_DATABASE_1_log,,,,
867,1,2022-10-21 05:39:41.487,0.697,0,0,2022-10-23-0837_DATABASE_1_log,,,,
868,2,2022-10-21 05:39:41.488,0.702,0,0,2022-10-23-0837_DATABASE_2_log,,,,
869,1,2022-10-21 05:39:41.488,0.707,0,0,2022-10-23-0838_DATABASE_1_log,,,,
870,2,2022-10-21 05:39:41.488,0.708,0,0,2022-10-23-0838_DATABASE_2_log,,,,
871,1,2022-10-21 05:39:41.489,0.718,0,0,2022-10-23-0839_DATABASE_1_log,,,,
872,2,2022-10-21 05:39:41.489,0.719,0,0,2022-10-23-0839_DATABASE_2_log,,,,
873,1,2022-10-21 05:39:41.489,0.224,0,0,2022-10-23-0840_DATABASE_1_log,,,,
874,1,2022-10-21 05:39:41.502,0.27,0,0,2022-10-23-0841_DATABASE_1_log,,,,
875,2,2022-10-21 05:39:41.503,0.653,0,0,2022-10-23-0841_DATABASE_2_log,,,,
876,1,2022-10-21 05:39:41.503,0.659,0,0,2022-10-23-0842_DATABASE_1_log,,,,
877,2,2022-10-21 05:39:42.813,0.659,0,0,2022-10-23-0842_DATABASE_2_log,,,,
878,1,2022-10-21 05:39:42.817,0.662,0,0,2022-10-23-0843_DATABASE_1_log,,,,
879,2,2022-10-21 05:39:42.817,0.67,0,0,2022-10-23-0843_DATABASE_2_log,,,,
880,1,2022-10-21 05:39:42.818,0.671,0,0,2022-10-23-0844_DATABASE_1_log,,,,
881,2,2022-10-21 05:39:42.829,0.674,0,0,2022-10-23-0844_DATABASE_2_log,,,,
882,1,2022-10-21 05:45:49.398,0.687,0,0,2022-10-23-0845_DATABASE_1_log,,,,
883,1,2022-10-21 05:45:49.400,0.756,0,0,2022-10-23-0846_DATABASE_1_log,,,,
884,2,2022-10-21 05:45:49.405,0.016,0,0,2022-10-23-0846_DATABASE_2_log,,,,
885,1,2022-10-21 05:45:49.410,0.081,0,0,2022-10-23-0847_DATABASE_1_log,,,,
886,2,2022-10-21 05:45:49.416,0.122,0,0,2022-10-23-0847_DATABASE_2_log,,,,
887,1,2022-10-21 05:45:49.417,0.473,0,0,2022-10-23-0848_DATABASE_1_log,,,,
888,2,2022-10-21 05:45:49.418,0.371,0,0,2022-10-23-0848_DATABASE_2_log,,,,
889,1,2022-10-21 05:45:49.418,-0.761,0,0,2022-10-23-0849_DATABASE_1_log,,,,
890,2,2022-10-21 05:45:49.429,0.371,0,0,2022-10-23-0849_DATABASE_2_log,,,,
891,1,2022-10-21 05:45:49.431,0.372,0,0,2022-10-23-0850_DATABASE_1_log,,,,
892,1,2022-10-21 05:45:49.431,0.373,0,0,2022-10-23-0851_DATABASE_1_log,,,,
893,2,2022-10-21 05:45:49.432,0.374,0,0,2022-10-23-0851_DATABASE_2_log,,,,
894,1,2022-10-21 05:45:49.433,0.374,0,0,2022-10-23-0852_DATABASE_1_log,,,,
895,2,2022-10-21 05:45:49.434,0.375,0,0,2022-10-23-0852_DATABASE_2_log,,,,
896,1,2022-10-21 05:45:50.699,0.376,0,0,2022-10-23-0853_DATABASE_1_log,,,,
897,2,2022-10-21 05:45:50.741,0.376,0,0,2022-10-23-0853_DATABASE_2_log,,,,
898,1,2022-10-21 05:45:50.741,0.376,0,0,2022-10-23-0854_DATABASE_1_log,,,,
899,2,2022-10-21 05:45:52.114,0.377,0,0,2022-10-23-0854_DATABASE_2_log,,,,
900,1,2022-10-21 05:45:52.115,0.377,0,0,2022-10-23-0855_DATABASE_1_log,,,,
901,1,2022-10-21 05:45:52.115,0.389,0,0,2022-10-23-0856_DATABASE_1_log,,,,
902,2,2022-10-21 05:57:14.736,0.39,0,0,2022-10-23-0856_DATABASE_2_log,,,,
903,1,2022-10-21 05:57:14.737,0.391,0,0,2022-10-23-0857_DATABASE_1_log,,,,
904,2,2022-10-21 05:57:14.778,0.392,0,0,2022-10-23-0857_DATABASE_2_log,,,,
905,4,2022-10-21 05:57:14.784,0.392,0,0,2022-10-23-0857_DATABASE_4_log,,,,
906,1,2022-10-21 05:57:14.784,0.393,0,0,2022-10-23-0858_DATABASE_1_log,,,,
907,2,2022-10-21 05:57:14.785,0.4,0,0,2022-10-23-0858_DATABASE_2_log,,,,
908,1,2022-10-21 05:57:15.615,0.417,0,0,2022-10-23-0859_DATABASE_1_log,,,,
909,1,2022-10-21 05:57:15.616,-0.335,0,0,2022-10-23-0900_DATABASE_1_log,,,,
910,2,2022-10-21 05:57:15.618,-0.333,0,0,2022-10-23-0900_DATABASE_2_log,,,,
911,1,2022-10-21 05:57:18.054,-0.332,0,0,2022-10-23-0901_DATABASE_1_log,,,,
912,2,2022-10-21 05:57:18.064,-0.32,0,0,2022-10-23-0901_DATABASE_2_log,,,,
913,1,2022-10-21 05:57:18.065,-0.319,0,0,2022-10-23-0902_DATABASE_1_log,,,,
914,2,2022-10-21 05:57:18.066,-0.318,0,0,2022-10-23-0902_DATABASE_2_log,,,,
915,1,2022-10-21 05:57:18.066,-0.317,0,0,2022-10-23-0903_DATABASE_1_log,,,,
916,2,2022-10-21 05:57:18.066,-0.316,0,0,2022-10-23-0903_DATABASE_2_log,,,,
917,1,2022-10-21 06:00:54.877,-0.315,0,0,2022-10-23-0904_DATABASE_1_log,,,,
918,1,2022-10-21 06:00:54.936,-0.315,0,0,2022-10-23-0905_DATABASE_1_log,,,,
919,2,2022-10-21 06:00:54.993,-0.314,0,0,2022-10-23-0905_DATABASE_2_log,,,,
920,1,2022-10-21 06:00:58.037,-0.292,0,0,2022-10-23-0906_DATABASE_1_log,,,,
921,2,2022-10-21 06:00:58.054,-0.248,0,0,2022-10-23-0906_DATABASE_2_log,,,,
922,1,2022-10-21 06:00:58.055,-0.136,0,0,2022-10-23-0907_DATABASE_1_log,,,,
923,2,2022-10-21 06:00:58.056,0.058,0,0,2022-10-23-0907_DATABASE_2_log,,,,
924,1,2022-10-21 06:00:58.056,0.198,0,0,2022-10-23-0908_DATABASE_1_log,,,,
925,2,2022-10-21 06:00:58.056,-0.458,0,0,2022-10-23-0908_DATABASE_2_log,,,,
926,1,2022-10-21 06:00:58.057,-0.598,0,0,2022-10-23-0909_DATABASE_1_log,,,,
927,1,2022-10-21 06:00:58.057,-0.594,0,0,2022-10-23-0910_DATABASE_1_log,,,,
928,2,2022-10-21 06:00:58.057,-0.594,0,0,2022-10-23-0910_DATABASE_2_log,,,,
929,1,2022-10-21 06:00:58.058,-0.582,0,0,2022-10-23-0911_DATABASE_1_log,,,,
930,2,2022-10-21 06:00:58.058,-0.569,0,0,2022-10-23-0911_DATABASE_2_log,,,,
931,1,2022-10-21 06:00:58.058,-0.519,0,0,2022-10-23-0912_DATABASE_1_log,,,,
932,2,2022-10-21 06:00:58.060,-0.517,0,0,2022-10-23-0912_DATABASE_2_log,,,,
933,1,2022-10-21 06:00:58.060,0.304,0,0,2022-10-23-0913_DATABASE_1_log,,,,
934,2,2022-10-21 06:00:58.060,0.304,0,0,2022-10-23-0913_DATABASE_2_log,,,,
935,1,2022-10-21 06:00:58.060,0.305,0,0,2022-10-23-0914_DATABASE_1_log,,,,
936,1,2022-10-21 06:00:58.061,0.305,0,0,2022-10-23-0915_DATABASE_1_log,,,,
937,2,2022-10-21 06:00:58.062,0.305,0,0,2022-10-23-0915_DATABASE_2_log,,,,
938,1,2022-10-21 06:00:58.062,0.312,0,0,2022-10-23-0916_DATABASE_1_log,,,,
939,2,2022-10-21 06:00:58.062,0.314,0,0,2022-10-23-0916_DATABASE_2_log,,,,
940,1,2022-10-21 06:00:58.063,0.317,0,0,2022-10-23-0917_DATABASE_1_log,,,,
941,2,2022-10-21 06:00:58.063,0.317,0,0,2022-10-23-0917_DATABASE_2_log,,,,
942,1,2022-10-21 06:00:58.063,0.319,0,0,2022-10-23-0918_DATABASE_1_log,,,,
943,2,2022-10-21 06:00:58.063,0.319,0,0,2022-10-23-0918_DATABASE_2_log,,,,
944,1,2022-10-21 06:00:58.067,0.32,0,0,2022-10-23-0919_DATABASE_1_log,,,,
945,1,2022-10-21 06:00:58.069,0.32,0,0,2022-10-23-0920_DATABASE_1_log,,,,
946,2,2022-10-21 06:00:58.070,0.346,0,0,2022-10-23-0920_DATABASE_2_log,,,,
947,1,2022-10-21 06:00:58.073,0.346,0,0,2022-10-23-0921_DATABASE_1_log,,,,
948,2,2022-10-21 06:04:54.252,0.348,0,0,2022-10-23-0921_DATABASE_2_log,,,,
949,1,2022-10-21 06:04:54.437,0.349,0,0,2022-10-23-0922_DATABASE_1_log,,,,
950,2,2022-10-21 06:04:54.587,0.351,0,0,2022-10-23-0922_DATABASE_2_log,,,,
951,4,2022-10-21 06:08:50.479,0.352,0,0,2022-10-23-0922_DATABASE_4_log,,,,
952,1,2022-10-21 06:08:50.482,0.528,0,0,2022-10-23-0923_DATABASE_1_log,,,,
953,1,2022-10-21 06:08:50.482,0.75,0,0,2022-10-23-0924_DATABASE_1_log,,,,
954,2,2022-10-21 06:09:24.372,0.755,0,0,2022-10-23-0924_DATABASE_2_log,,,,
955,1,2022-10-21 06:09:24.374,0.765,0,0,2022-10-23-0925_DATABASE_1_log,,,,
956,2,2022-10-21 06:09:24.374,0.77,0,0,2022-10-23-0925_DATABASE_2_log,,,,
957,4,2022-10-21 06:09:24.375,0.775,0,0,2022-10-23-0925_DATABASE_4_log,,,,
958,1,2022-10-21 06:09:24.376,0.776,0,0,2022-10-23-0926_DATABASE_1_log,,,,
959,1,2022-10-21 06:09:24.376,0.777,0,0,2022-10-23-0927_DATABASE_1_log,,,,
960,2,2022-10-21 06:09:24.377,0.778,0,0,2022-10-23-0927_DATABASE_2_log,,,,
961,4,2022-10-21 06:09:24.378,0.003,0,0,2022-10-23-0927_DATABASE_4_log,,,,
962,1,2022-10-21 06:09:24.378,0.004,0,0,2022-10-23-0928_DATABASE_1_log,,,,
963,1,2022-10-21 06:09:24.379,0.004,0,0,2022-10-23-0929_DATABASE_1_log,,,,
964,2,2022-10-21 06:09:24.380,0.005,0,0,2022-10-23-0929_DATABASE_2_log,,,,
965,4,2022-10-21 06:09:24.380,0.006,0,0,2022-10-23-0929_DATABASE_4_log,,,,
966,1,2022-10-21 06:09:24.381,-0.069,0,0,2022-10-23-0930_DATABASE_1_log,,,,
967,1,2022-10-21 06:09:24.381,0.428,0,0,2022-10-23-0931_DATABASE_1_log,,,,
968,2,2022-10-21 06:09:24.383,0.434,0,0,2022-10-23-0931_DATABASE_2_log,,,,
969,4,2022-10-21 06:16:53.075,0.437,0,0,2022-10-23-0931_DATABASE_4_log,,,,
970,1,2022-10-21 06:16:25.567,0.438,0,0,2022-10-23-0932_DATABASE_1_log,,,,
971,2,2022-10-21 06:16:54.080,0.439,0,0,2022-10-23-0932_DATABASE_2_log,,,,
972,4,2022-10-21 06:28:59.083,0.44,0,0,2022-10-23-0932_DATABASE_4_log,,,,
973,1,2022-10-21 06:29:17.058,0.441,0,0,2022-10-23-0933_DATABASE_1_log,,,,
974,1,2022-10-21 06:31:53.598,0.441,0,0,2022-10-23-0934_DATABASE_1_log,,,,
975,2,2022-10-21 06:39:25.780,0.443,0,0,2022-10-23-0934_DATABASE_2_log,,,,
976,4,2022-10-21 06:42:33.160,0.445,0,0,2022-10-23-0934_DATABASE_4_log,,,,
977,1,2022-10-21 06:42:33.165,0.446,0,0,2022-10-23-0935_DATABASE_1_log,,,,
978,1,2022-10-21 06:42:33.169,0.446,0,0,2022-10-23-0936_DATABASE_1_log,,,,
979,2,2022-10-21 06:42:33.170,0.447,0,0,2022-10-23-0936_DATABASE_2_log,,,,
980,1,2022-10-21 06:42:33.180,0.447,0,0,2022-10-23-0937_DATABASE_1_log,,,,
981,2,2022-10-21 06:42:33.182,0.449,0,0,2022-10-23-0937_DATABASE_2_log,,,,
982,1,2022-10-21 06:42:33.183,0.45,0,0,2022-10-23-0938_DATABASE_1_log,,,,
983,2,2022-10-21 06:42:33.185,0.451,0,0,2022-10-23-0938_DATABASE_2_log,,,,
984,1,2022-10-21 06:42:33.186,0.455,0,0,2022-10-23-0939_DATABASE_1_log,,,,
985,2,2022-10-21 06:42:33.186,0.456,0,0,2022-10-23-0939_DATABASE_2_log,,,,
986,1,2022-10-21 06:42:33.187,0.473,0,0,2022-10-23-0940_DATABASE_1_log,,,,
987,1,2022-10-21 06:42:33.196,0.693,0,0,2022-10-23-0941_DATABASE_1_log,,,,
988,2,2022-10-21 06:42:33.196,0.695,0,0,2022-10-23-0941_DATABASE_2_log,,,,
989,1,2022-10-21 06:42:33.198,0.39,0,0,2022-10-23-0942_DATABASE_1_log,,,,
990,2,2022-10-21 06:42:33.201,-0.324,0,0,2022-10-23-0942_DATABASE_2_log,,,,
991,1,2022-10-21 06:42:33.202,0.348,0,0,2022-10-23-0943_DATABASE_1_log,,,,
992,2,2022-10-21 06:42:33.204,-0.598,0,0,2022-10-23-0943_DATABASE_2_log,,,,
993,1,2022-10-21 06:42:33.204,-0.26,0,0,2022-10-23-0944_DATABASE_1_log,,,,
994,2,2022-10-21 06:42:33.205,-0.681,0,0,2022-10-23-0944_DATABASE_2_log,,,,
995,1,2022-10-21 06:42:33.205,-0.414,0,0,2022-10-23-0945_DATABASE_1_log,,,,
996,1,2022-10-21 06:42:33.206,-0.078,0,0,2022-10-23-0946_DATABASE_1_log,,,,
997,2,2022-10-21 06:42:33.206,-0.267,0,0,2022-10-23-0946_DATABASE_2_log,,,,
998,1,2022-10-21 06:42:33.207,-0.202,0,0,2022-10-23-0947_DATABASE_1_log,,,,
999,2,2022-10-21 06:42:33.207,-0.623,0,0,2022-10-23-0947_DATABASE_2_log,,,,
1000,1,2022-10-21 06:42:33.207,-0.616,0,0,2022-10-23-0948_DATABASE_1_log,,,,
1001,2,2022-10-21 06:42:33.208,-0.616,0,0,2022-10-23-0948_DATABASE_2_log,,,,
1002,1,2022-10-21 06:42:33.208,-0.486,0,0,2022-10-23-0949_DATABASE_1_log,,,,
1003,1,2022-10-21 06:42:33.208,-0.595,0,0,2022-10-23-0950_DATABASE_1_log,,,,
1004,2,2022-10-21 06:42:33.209,-0.74,0,0,2022-10-23-0950_DATABASE_2_log,,,,
1005,1,2022-10-21 06:42:33.209,0.102,0,0,2022-10-23-0951_DATABASE_1_log,,,,
1006,2,2022-10-21 06:42:33.209,0.029,0,0,2022-10-23-0951_DATABASE_2_log,,,,
1007,1,2022-10-21 06:42:33.210,-0.57,0,0,2022-10-23-0952_DATABASE_1_log,,,,
1008,2,2022-10-21 06:42:33.210,-0.569,0,0,2022-10-23-0952_DATABASE_2_log,,,,
1009,1,2022-10-21 06:42:33.211,-0.567,0,0,2022-10-23-0953_DATABASE_1_log,,,,
1010,2,2022-10-21 06:42:33.211,-0.566,0,0,2022-10-23-0953_DATABASE_2_log,,,,
1011,1,2022-10-21 06:42:33.211,-0.566,0,0,2022-10-23-0954_DATABASE_1_log,,,,
1012,2,2022-10-21 06:42:33.212,-0.564,0,0,2022-10-23-0954_DATABASE_2_log,,,,
1013,1,2022-10-21 06:44:15.831,-0.563,0,0,2022-10-23-0955_DATABASE_1_log,,,,
1014,1,2022-10-21 06:44:16.648,-0.557,0,0,2022-10-23-0956_DATABASE_1_log,,,,
1015,2,2022-10-21 06:44:16.649,-0.457,0,0,2022-10-23-0956_DATABASE_2_log,,,,
1016,1,2022-10-21 06:44:16.651,-0.455,0,0,2022-10-23-0957_DATABASE_1_log,,,,
1017,2,2022-10-21 06:44:16.652,-0.45,0,0,2022-10-23-0957_DATABASE_2_log,,,,
1018,1,2022-10-21 06:44:16.653,-0.45,0,0,2022-10-23-0958_DATABASE_1_log,,,,
1019,2,2022-10-21 06:44:16.653,-0.446,0,0,2022-10-23-0958_DATABASE_2_log,,,,
1020,1,2022-10-21 06:44:16.653,-0.446,0,0,2022-10-23-0959_DATABASE_1_log,,,,
1021,1,2022-10-21 06:44:16.654,-0.445,0,0,2022-10-23-1000_DATABASE_1_log,,,,
1022,2,2022-10-21 06:44:16.654,-0.445,0,0,2022-10-23-1000_DATABASE_2_log,,,,
1023,1,2022-10-21 06:44:16.655,-0.445,0,0,2022-10-23-1001_DATABASE_1_log,,,,
1024,2,2022-10-21 06:44:16.661,-0.434,0,0,2022-10-23-1001_DATABASE_2_log,,,,
1025,1,2022-10-21 06:44:16.661,-0.434,0,0,2022-10-23-1002_DATABASE_1_log,,,,
1026,2,2022-10-21 06:44:16.661,-0.433,0,0,2022-10-23-1002_DATABASE_2_log,,,,
1027,1,2022-10-21 06:44:16.662,-0.433,0,0,2022-10-23-1003_DATABASE_1_log,,,,
1028,2,2022-10-21 06:44:16.662,-0.432,0,0,2022-10-23-1003_DATABASE_2_log,,,,
1029,1,2022-10-21 06:44:16.662,-0.432,0,0,2022-10-23-1004_DATABASE_1_log,,,,
1030,1,2022-10-21 06:44:16.667,-0.431,0,0,2022-10-23-1005_DATABASE_1_log,,,,
1031,2,2022-10-21 06:44:16.667,-0.427,0,0,2022-10-23-1005_DATABASE_2_log,,,,
1032,1,2022-10-21 06:44:16.668,-0.174,0,0,2022-10-23-1006_DATABASE_1_log,,,,
1033,2,2022-10-21 06:44:16.668,-0.172,0,0,2022-10-23-1006_DATABASE_2_log,,,,
1034,1,2022-10-21 06:44:16.668,-0.127,0,0,2022-10-23-1007_DATABASE_1_log,,,,
1035,2,2022-10-21 06:44:16.669,-0.65,0,0,2022-10-23-1007_DATABASE_2_log,,,,
1036,1,2022-10-21 06:44:16.669,0.131,0,0,2022-10-23-1008_DATABASE_1_log,,,,
1037,2,2022-10-21 06:44:16.669,-0.93,0,0,2022-10-23-1008_DATABASE_2_log,,,,
1038,1,2022-10-21 06:44:16.670,0.318,0,0,2022-10-23-1009_DATABASE_1_log,,,,
1039,1,2022-10-21 06:44:16.670,0.319,0,0,2022-10-23-1010_DATABASE_1_log,,,,
1040,2,2022-10-21 06:44:16.671,0.319,0,0,2022-10-23-1010_DATABASE_2_log,,,,
1041,1,2022-10-21 06:44:16.671,-0.664,0,0,2022-10-23-1011_DATABASE_1_log,,,,
1042,2,2022-10-21 06:44:16.672,0.422,0,0,2022-10-23-1011_DATABASE_2_log,,,,
1043,1,2022-10-21 06:44:16.672,0.423,0,0,2022-10-23-1012_DATABASE_1_log,,,,
1044,2,2022-10-21 06:44:16.672,0.424,0,0,2022-10-23-1012_DATABASE_2_log,,,,
1045,1,2022-10-21 06:44:16.673,0.425,0,0,2022-10-23-1013_DATABASE_1_log,,,,
1046,2,2022-10-21 06:44:16.673,0.437,0,0,2022-10-23-1013_DATABASE_2_log,,,,
1047,1,2022-10-21 06:44:16.673,0.44,0,0,2022-10-23-1014_DATABASE_1_log,,,,
1048,1,2022-10-21 06:44:16.674,0.441,0,0,2022-10-23-1015_DATABASE_1_log,,,,
1049,2,2022-10-21 06:44:16.684,0.441,0,0,2022-10-23-1015_DATABASE_2_log,,,,
1050,1,2022-10-21 06:44:16.685,0.441,0,0,2022-10-23-1016_DATABASE_1_log,,,,
1051,2,2022-10-21 06:44:16.685,0.442,0,0,2022-10-23-1016_DATABASE_2_log,,,,
1052,1,2022-10-21 06:44:16.686,0.442,0,0,2022-10-23-1017_DATABASE_1_log,,,,
1053,2,2022-10-21 06:45:19.814,0.443,0,0,2022-10-23-1017_DATABASE_2_log,,,,
1054,1,2022-10-21 06:46:30.714,0.443,0,0,2022-10-23-1018_DATABASE_1_log,,,,
1055,1,2022-10-21 06:46:31.227,0.445,0,0,2022-10-23-1019_DATABASE_1_log,,,,
1056,2,2022-10-21 06:46:31.752,0.483,0,0,2022-10-23-1019_DATABASE_2_log,,,,
1057,1,2022-10-21 06:47:34.462,0.484,0,0,2022-10-23-1020_DATABASE_1_log,,,,
1058,2,2022-10-21 06:56:40.682,0.484,0,0,2022-10-23-1020_DATABASE_2_log,,,,
1059,1,2022-10-21 07:00:55.251,0.485,0,0,2022-10-23-1021_DATABASE_1_log,,,,
1060,2,2022-10-21 07:00:55.253,0.485,0,0,2022-10-23-1021_DATABASE_2_log,,,,
1061,1,2022-10-21 07:00:55.254,-0.487,0,0,2022-10-23-1022_DATABASE_1_log,,,,
1062,2,2022-10-21 07:00:55.254,0,0,0,2022-10-23-1022_DATABASE_2_log,,,,
1063,1,2022-10-21 07:00:55.255,0,0,0,2022-10-23-1023_DATABASE_1_log,,,,
1064,1,2022-10-21 07:00:55.255,0,0,0,2022-10-23-1024_DATABASE_1_log,,,,
1065,2,2022-10-21 07:00:55.255,0,0,0,2022-10-23-1024_DATABASE_2_log,,,,
1066,1,2022-10-21 07:00:55.256,0,0,0,2022-10-23-1025_DATABASE_1_log,,,,
1067,2,2022-10-21 07:00:55.263,0.909,0,0,2022-10-23-1025_DATABASE_2_log,,,,
1068,1,2022-10-21 07:00:55.264,-0.084,0,0,2022-10-23-1026_DATABASE_1_log,,,,
1069,2,2022-10-21 07:00:55.265,-0.083,0,0,2022-10-23-1026_DATABASE_2_log,,,,
1070,1,2022-10-21 07:00:55.265,-0.08,0,0,2022-10-23-1027_DATABASE_1_log,,,,
1071,1,2022-10-21 07:00:55.265,-0.079,0,0,2022-10-23-1028_DATABASE_1_log,,,,
1072,2,2022-10-21 07:00:55.269,-0.078,0,0,2022-10-23-1028_DATABASE_2_log,,,,
1073,1,2022-10-21 07:00:56.654,-0.073,0,0,2022-10-23-1029_DATABASE_1_log,,,,
1074,1,2022-10-21 07:00:56.655,-0.069,0,0,2022-10-23-1030_DATABASE_1_log,,,,
