Attacker No.,Database,Time Entered,Time Spent (S),Commands Run,Modification Attempts,Filename,Database (Avgs),Total # Attackers,# Relevant Attackers,Avg Time Connected,Avg Commands Run,Avg File Modifications
755,1,15:36.3,0.581,0,0,2022-10-23-0737_DATABASE_1_log,,,,,,
756,4,15:36.3,0.012,0,0,2022-10-23-0737_DATABASE_4_log,,,,,,
757,1,15:36.3,0.015,0,0,2022-10-23-0738_DATABASE_1_log,,,,,,
758,2,15:36.3,0.166,0,0,2022-10-23-0738_DATABASE_2_log,,,,,,
759,1,15:36.3,0.167,0,0,2022-10-23-0739_DATABASE_1_log,,,,,,
760,2,15:36.3,0.17,0,0,2022-10-23-0739_DATABASE_2_log,,,,,,
761,1,15:36.3,0.171,0,0,2022-10-23-0740_DATABASE_1_log,,,,,,
762,4,15:36.3,0.185,0,0,2022-10-23-0740_DATABASE_4_log,,,,,,
763,1,15:36.3,0.186,0,0,2022-10-23-0741_DATABASE_1_log,,,,,,
764,2,15:36.3,0.187,0,0,2022-10-23-0741_DATABASE_2_log,,,,,,
765,1,15:36.3,0.196,0,0,2022-10-23-0742_DATABASE_1_log,,,,,,
766,2,15:36.3,0.206,0,0,2022-10-23-0742_DATABASE_2_log,,,,,,
767,4,15:36.3,0.207,0,0,2022-10-23-0742_DATABASE_4_log,,,,,,
768,1,15:36.3,0.208,0,0,2022-10-23-0743_DATABASE_1_log,,,,,,
769,1,15:36.4,0.21,0,0,2022-10-23-0744_DATABASE_1_log,,,,,,
770,2,15:36.4,0.211,0,0,2022-10-23-0744_DATABASE_2_log,,,,,,
771,4,15:36.4,0.215,0,0,2022-10-23-0744_DATABASE_4_log,,,,,,
772,1,15:36.4,0.216,0,0,2022-10-23-0745_DATABASE_1_log,,,,,,
773,1,15:36.4,0.228,0,0,2022-10-23-0746_DATABASE_1_log,,,,,,
774,2,15:36.4,0.228,0,0,2022-10-23-0746_DATABASE_2_log,,,,,,
775,4,15:36.4,0.011,0,0,2022-10-23-0746_DATABASE_4_log,,,,,,
776,1,15:36.4,-0.385,0,0,2022-10-23-0747_DATABASE_1_log,,,,,,
777,1,15:36.4,-0.275,0,0,2022-10-23-0748_DATABASE_1_log,,,,,,
778,2,15:36.4,0,0,0,2022-10-23-0748_DATABASE_2_log,,,,,,
779,4,15:36.4,0,0,0,2022-10-23-0748_DATABASE_4_log,,,,,,
780,1,15:37.3,0,0,0,2022-10-23-0749_DATABASE_1_log,,,,,,
781,2,15:37.4,0,0,0,2022-10-23-0749_DATABASE_2_log,,,,,,
782,1,15:37.4,0,0,0,2022-10-23-0750_DATABASE_1_log,,,,,,
783,4,15:37.4,0,0,0,2022-10-23-0750_DATABASE_4_log,,,,,,
784,1,15:37.4,0,0,0,2022-10-23-0751_DATABASE_1_log,,,,,,
785,2,15:37.4,0,0,0,2022-10-23-0751_DATABASE_2_log,,,,,,
786,1,15:37.4,0,0,0,2022-10-23-0752_DATABASE_1_log,,,,,,
787,4,20:07.6,0,0,0,2022-10-23-0752_DATABASE_4_log,,,,,,
788,1,20:07.6,-0.565,0,0,2022-10-23-0753_DATABASE_1_log,,,,,,
789,2,20:07.6,-0.565,0,0,2022-10-23-0753_DATABASE_2_log,,,,,,
790,1,20:07.6,-0.553,0,0,2022-10-23-0754_DATABASE_1_log,,,,,,
791,2,20:07.6,-0.553,0,0,2022-10-23-0754_DATABASE_2_log,,,,,,
792,4,20:07.6,-0.553,0,0,2022-10-23-0754_DATABASE_4_log,,,,,,
793,1,20:07.6,-0.552,0,0,2022-10-23-0755_DATABASE_1_log,,,,,,
794,1,20:07.6,-0.548,0,0,2022-10-23-0756_DATABASE_1_log,,,,,,
795,2,20:07.6,-0.545,0,0,2022-10-23-0756_DATABASE_2_log,,,,,,
796,1,20:07.6,-0.543,0,0,2022-10-23-0757_DATABASE_1_log,,,,,,
797,2,20:07.6,-0.543,0,0,2022-10-23-0757_DATABASE_2_log,,,,,,
798,1,20:07.6,-0.543,0,0,2022-10-23-0758_DATABASE_1_log,,,,,,
799,2,20:07.6,-0.543,0,0,2022-10-23-0758_DATABASE_2_log,,,,,,
800,1,20:07.6,-0.542,0,0,2022-10-23-0759_DATABASE_1_log,,,,,,
801,1,20:07.6,-0.542,0,0,2022-10-23-0800_DATABASE_1_log,,,,,,
802,2,23:33.4,-0.542,0,0,2022-10-23-0800_DATABASE_2_log,,,,,,
803,1,26:55.7,-0.54,0,0,2022-10-23-0801_DATABASE_1_log,,,,,,
804,2,26:55.7,-0.539,0,0,2022-10-23-0801_DATABASE_2_log,,,,,,
805,1,26:55.7,-0.523,0,0,2022-10-23-0802_DATABASE_1_log,,,,,,
806,2,26:55.7,-0.523,0,0,2022-10-23-0802_DATABASE_2_log,,,,,,
807,1,26:55.7,-0.338,0,0,2022-10-23-0803_DATABASE_1_log,,,,,,
808,2,26:55.7,0.014,0,0,2022-10-23-0803_DATABASE_2_log,,,,,,
809,1,26:55.7,0.015,0,0,2022-10-23-0804_DATABASE_1_log,,,,,,
810,1,26:55.7,0.029,0,0,2022-10-23-0805_DATABASE_1_log,,,,,,
811,2,26:55.7,0.099,0,0,2022-10-23-0805_DATABASE_2_log,,,,,,
812,1,26:55.7,-0.868,0,0,2022-10-23-0806_DATABASE_1_log,,,,,,
813,2,26:55.7,-0.868,0,0,2022-10-23-0806_DATABASE_2_log,,,,,,
814,1,26:55.7,-0.665,0,0,2022-10-23-0807_DATABASE_1_log,,,,,,
815,2,26:55.7,0,0,0,2022-10-23-0807_DATABASE_2_log,,,,,,
816,1,26:55.7,0,0,0,2022-10-23-0808_DATABASE_1_log,,,,,,
817,1,26:55.7,-0.853,0,0,2022-10-23-0809_DATABASE_1_log,,,,,,
818,2,26:55.7,-0.826,0,0,2022-10-23-0809_DATABASE_2_log,,,,,,
819,1,26:55.7,-0.809,0,0,2022-10-23-0810_DATABASE_1_log,,,,,,
820,2,26:55.7,-0.807,0,0,2022-10-23-0810_DATABASE_2_log,,,,,,
821,1,26:55.7,-0.802,0,0,2022-10-23-0811_DATABASE_1_log,,,,,,
822,2,26:55.7,-0.793,0,0,2022-10-23-0811_DATABASE_2_log,,,,,,
823,1,26:55.7,-0.786,0,0,2022-10-23-0812_DATABASE_1_log,,,,,,
824,2,26:55.7,-0.778,0,0,2022-10-23-0812_DATABASE_2_log,,,,,,
825,1,26:55.7,-0.778,0,0,2022-10-23-0813_DATABASE_1_log,,,,,,
826,1,26:55.7,-0.777,0,0,2022-10-23-0814_DATABASE_1_log,,,,,,
827,2,26:55.7,-0.756,0,0,2022-10-23-0814_DATABASE_2_log,,,,,,
828,1,26:55.7,-0.737,0,0,2022-10-23-0815_DATABASE_1_log,,,,,,
829,2,26:55.7,-0.73,0,0,2022-10-23-0815_DATABASE_2_log,,,,,,
830,1,26:55.7,0.327,0,0,2022-10-23-0816_DATABASE_1_log,,,,,,
831,2,26:55.7,0.298,0,0,2022-10-23-0816_DATABASE_2_log,,,,,,
832,1,26:55.7,0.273,0,0,2022-10-23-0817_DATABASE_1_log,,,,,,
833,2,26:55.7,0.292,0,0,2022-10-23-0817_DATABASE_2_log,,,,,,
834,1,26:55.7,0.315,0,0,2022-10-23-0818_DATABASE_1_log,,,,,,
835,1,26:55.7,0.316,0,0,2022-10-23-0819_DATABASE_1_log,,,,,,
836,2,26:55.7,0.32,0,0,2022-10-23-0819_DATABASE_2_log,,,,,,
837,1,26:55.7,0.32,0,0,2022-10-23-0820_DATABASE_1_log,,,,,,
838,2,26:55.7,0.327,0,0,2022-10-23-0820_DATABASE_2_log,,,,,,
839,1,26:55.7,-0.402,0,0,2022-10-23-0821_DATABASE_1_log,,,,,,
840,2,26:55.7,-0.334,0,0,2022-10-23-0821_DATABASE_2_log,,,,,,
841,1,26:55.7,0,0,0,2022-10-23-0822_DATABASE_1_log,,,,,,
842,2,26:56.7,0.025,0,0,2022-10-23-0822_DATABASE_2_log,,,,,,
843,1,28:15.7,0.026,0,0,2022-10-23-0823_DATABASE_1_log,,,,,,
844,1,31:06.0,0.027,0,0,2022-10-23-0824_DATABASE_1_log,,,,,,
845,2,31:06.0,0.053,0,0,2022-10-23-0824_DATABASE_2_log,,,,,,
846,1,31:06.0,0.053,0,0,2022-10-23-0825_DATABASE_1_log,,,,,,
847,2,31:06.0,0.083,0,0,2022-10-23-0825_DATABASE_2_log,,,,,,
848,1,31:06.0,0.084,0,0,2022-10-23-0826_DATABASE_1_log,,,,,,
849,2,31:06.0,0.085,0,0,2022-10-23-0826_DATABASE_2_log,,,,,,
850,1,31:06.0,0.091,0,0,2022-10-23-0827_DATABASE_1_log,,,,,,
851,2,31:06.0,0.092,0,0,2022-10-23-0827_DATABASE_2_log,,,,,,
852,1,31:06.0,0.092,0,0,2022-10-23-0828_DATABASE_1_log,,,,,,
853,1,31:06.0,0.125,0,0,2022-10-23-0829_DATABASE_1_log,,,,,,
854,2,31:06.0,0.126,0,0,2022-10-23-0829_DATABASE_2_log,,,,,,
855,4,31:06.0,0.147,0,0,2022-10-23-0829_DATABASE_4_log,,,,,,
856,1,31:06.0,0.322,0,0,2022-10-23-0830_DATABASE_1_log,,,,,,
857,2,31:06.1,0.012,0,0,2022-10-23-0830_DATABASE_2_log,,,,,,
858,1,31:06.1,0.038,0,0,2022-10-23-0831_DATABASE_1_log,,,,,,
859,1,36:38.3,0.238,0,0,2022-10-23-0832_DATABASE_1_log,,,,,,
860,2,37:59.9,0.324,0,0,2022-10-23-0832_DATABASE_2_log,,,,,,
861,1,39:19.0,0.333,0,0,2022-10-23-0833_DATABASE_1_log,,,,,,
862,2,39:41.5,0.065,0,0,2022-10-23-0833_DATABASE_2_log,,,,,,
863,1,39:41.5,0,0,0,2022-10-23-0834_DATABASE_1_log,,,,,,
864,2,39:41.5,0.066,0,0,2022-10-23-0834_DATABASE_2_log,,,,,,
865,1,39:41.5,0.174,0,0,2022-10-23-0835_DATABASE_1_log,,,,,,
866,2,39:41.5,0.622,0,0,2022-10-23-0835_DATABASE_2_log,,,,,,
867,1,39:41.5,0.645,0,0,2022-10-23-0836_DATABASE_1_log,,,,,,
868,1,39:41.5,0.645,0,0,2022-10-23-0837_DATABASE_1_log,,,,,,
869,2,39:41.5,0.646,0,0,2022-10-23-0837_DATABASE_2_log,,,,,,
870,1,39:41.5,0.696,0,0,2022-10-23-0838_DATABASE_1_log,,,,,,
871,2,39:41.5,0.696,0,0,2022-10-23-0838_DATABASE_2_log,,,,,,
872,1,39:41.5,0.697,0,0,2022-10-23-0839_DATABASE_1_log,,,,,,
873,2,39:41.5,0.702,0,0,2022-10-23-0839_DATABASE_2_log,,,,,,
874,1,39:41.5,0.707,0,0,2022-10-23-0840_DATABASE_1_log,,,,,,
875,1,39:41.5,0.708,0,0,2022-10-23-0841_DATABASE_1_log,,,,,,
876,2,39:41.5,0.718,0,0,2022-10-23-0841_DATABASE_2_log,,,,,,
877,1,39:42.8,0.719,0,0,2022-10-23-0842_DATABASE_1_log,,,,,,
878,2,39:42.8,0.224,0,0,2022-10-23-0842_DATABASE_2_log,,,,,,
879,1,39:42.8,0.27,0,0,2022-10-23-0843_DATABASE_1_log,,,,,,
880,2,39:42.8,0.653,0,0,2022-10-23-0843_DATABASE_2_log,,,,,,
881,1,39:42.8,0.659,0,0,2022-10-23-0844_DATABASE_1_log,,,,,,
882,2,45:49.4,0.659,0,0,2022-10-23-0844_DATABASE_2_log,,,,,,
883,1,45:49.4,0.662,0,0,2022-10-23-0845_DATABASE_1_log,,,,,,
884,1,45:49.4,0.67,0,0,2022-10-23-0846_DATABASE_1_log,,,,,,
885,2,45:49.4,0.671,0,0,2022-10-23-0846_DATABASE_2_log,,,,,,
886,1,45:49.4,0.674,0,0,2022-10-23-0847_DATABASE_1_log,,,,,,
887,2,45:49.4,0.687,0,0,2022-10-23-0847_DATABASE_2_log,,,,,,
888,1,45:49.4,0.756,0,0,2022-10-23-0848_DATABASE_1_log,,,,,,
889,2,45:49.4,0.016,0,0,2022-10-23-0848_DATABASE_2_log,,,,,,
890,1,45:49.4,0.081,0,0,2022-10-23-0849_DATABASE_1_log,,,,,,
891,2,45:49.4,0.122,0,0,2022-10-23-0849_DATABASE_2_log,,,,,,
892,1,45:49.4,0.473,0,0,2022-10-23-0850_DATABASE_1_log,,,,,,
893,1,45:49.4,0.371,0,0,2022-10-23-0851_DATABASE_1_log,,,,,,
894,2,45:49.4,-0.761,0,0,2022-10-23-0851_DATABASE_2_log,,,,,,
895,1,45:49.4,0.371,0,0,2022-10-23-0852_DATABASE_1_log,,,,,,
896,2,45:50.7,0.372,0,0,2022-10-23-0852_DATABASE_2_log,,,,,,
897,1,45:50.7,0.373,0,0,2022-10-23-0853_DATABASE_1_log,,,,,,
898,2,45:50.7,0.374,0,0,2022-10-23-0853_DATABASE_2_log,,,,,,
899,1,45:52.1,0.374,0,0,2022-10-23-0854_DATABASE_1_log,,,,,,
900,2,45:52.1,0.375,0,0,2022-10-23-0854_DATABASE_2_log,,,,,,
901,1,45:52.1,0.376,0,0,2022-10-23-0855_DATABASE_1_log,,,,,,
902,1,57:14.7,0.376,0,0,2022-10-23-0856_DATABASE_1_log,,,,,,
903,2,57:14.7,0.376,0,0,2022-10-23-0856_DATABASE_2_log,,,,,,
904,1,57:14.8,0.377,0,0,2022-10-23-0857_DATABASE_1_log,,,,,,
905,2,57:14.8,0.377,0,0,2022-10-23-0857_DATABASE_2_log,,,,,,
906,4,57:14.8,0.389,0,0,2022-10-23-0857_DATABASE_4_log,,,,,,
907,1,57:14.8,0.39,0,0,2022-10-23-0858_DATABASE_1_log,,,,,,
908,2,57:15.6,0.391,0,0,2022-10-23-0858_DATABASE_2_log,,,,,,
909,1,57:15.6,0.392,0,0,2022-10-23-0859_DATABASE_1_log,,,,,,
910,1,57:15.6,0.392,0,0,2022-10-23-0900_DATABASE_1_log,,,,,,
911,2,57:18.1,0.393,0,0,2022-10-23-0900_DATABASE_2_log,,,,,,
912,1,57:18.1,0.4,0,0,2022-10-23-0901_DATABASE_1_log,,,,,,
913,2,57:18.1,0.417,0,0,2022-10-23-0901_DATABASE_2_log,,,,,,
914,1,57:18.1,-0.335,0,0,2022-10-23-0902_DATABASE_1_log,,,,,,
915,2,57:18.1,-0.333,0,0,2022-10-23-0902_DATABASE_2_log,,,,,,
916,1,57:18.1,-0.332,0,0,2022-10-23-0903_DATABASE_1_log,,,,,,
917,2,00:54.9,-0.32,0,0,2022-10-23-0903_DATABASE_2_log,,,,,,
918,1,00:54.9,-0.319,0,0,2022-10-23-0904_DATABASE_1_log,,,,,,
919,1,00:55.0,-0.318,0,0,2022-10-23-0905_DATABASE_1_log,,,,,,
920,2,00:58.0,-0.317,0,0,2022-10-23-0905_DATABASE_2_log,,,,,,
921,1,00:58.1,-0.316,0,0,2022-10-23-0906_DATABASE_1_log,,,,,,
922,2,00:58.1,-0.315,0,0,2022-10-23-0906_DATABASE_2_log,,,,,,
923,1,00:58.1,-0.315,0,0,2022-10-23-0907_DATABASE_1_log,,,,,,
924,2,00:58.1,-0.314,0,0,2022-10-23-0907_DATABASE_2_log,,,,,,
925,1,00:58.1,-0.292,0,0,2022-10-23-0908_DATABASE_1_log,,,,,,
926,2,00:58.1,-0.248,0,0,2022-10-23-0908_DATABASE_2_log,,,,,,
927,1,00:58.1,-0.136,0,0,2022-10-23-0909_DATABASE_1_log,,,,,,
928,1,00:58.1,0.058,0,0,2022-10-23-0910_DATABASE_1_log,,,,,,
929,2,00:58.1,0.198,0,0,2022-10-23-0910_DATABASE_2_log,,,,,,
930,1,00:58.1,-0.458,0,0,2022-10-23-0911_DATABASE_1_log,,,,,,
931,2,00:58.1,-0.598,0,0,2022-10-23-0911_DATABASE_2_log,,,,,,
932,1,00:58.1,-0.594,0,0,2022-10-23-0912_DATABASE_1_log,,,,,,
933,2,00:58.1,-0.594,0,0,2022-10-23-0912_DATABASE_2_log,,,,,,
934,1,00:58.1,-0.582,0,0,2022-10-23-0913_DATABASE_1_log,,,,,,
935,2,00:58.1,-0.569,0,0,2022-10-23-0913_DATABASE_2_log,,,,,,
936,1,00:58.1,-0.519,0,0,2022-10-23-0914_DATABASE_1_log,,,,,,
937,1,00:58.1,-0.517,0,0,2022-10-23-0915_DATABASE_1_log,,,,,,
938,2,00:58.1,0.304,0,0,2022-10-23-0915_DATABASE_2_log,,,,,,
939,1,00:58.1,0.304,0,0,2022-10-23-0916_DATABASE_1_log,,,,,,
940,2,00:58.1,0.305,0,0,2022-10-23-0916_DATABASE_2_log,,,,,,
941,1,00:58.1,0.305,0,0,2022-10-23-0917_DATABASE_1_log,,,,,,
942,2,00:58.1,0.305,0,0,2022-10-23-0917_DATABASE_2_log,,,,,,
943,1,00:58.1,0.312,0,0,2022-10-23-0918_DATABASE_1_log,,,,,,
944,2,00:58.1,0.314,0,0,2022-10-23-0918_DATABASE_2_log,,,,,,
945,1,00:58.1,0.317,0,0,2022-10-23-0919_DATABASE_1_log,,,,,,
946,1,00:58.1,0.317,0,0,2022-10-23-0920_DATABASE_1_log,,,,,,
947,2,00:58.1,0.319,0,0,2022-10-23-0920_DATABASE_2_log,,,,,,
948,1,04:54.3,0.319,0,0,2022-10-23-0921_DATABASE_1_log,,,,,,
949,2,04:54.4,0.32,0,0,2022-10-23-0921_DATABASE_2_log,,,,,,
950,1,04:54.6,0.32,0,0,2022-10-23-0922_DATABASE_1_log,,,,,,
951,2,08:50.5,0.346,0,0,2022-10-23-0922_DATABASE_2_log,,,,,,
952,4,08:50.5,0.346,0,0,2022-10-23-0922_DATABASE_4_log,,,,,,
953,1,08:50.5,0.348,0,0,2022-10-23-0923_DATABASE_1_log,,,,,,
954,1,09:24.4,0.349,0,0,2022-10-23-0924_DATABASE_1_log,,,,,,
955,2,09:24.4,0.351,0,0,2022-10-23-0924_DATABASE_2_log,,,,,,
956,1,09:24.4,0.352,0,0,2022-10-23-0925_DATABASE_1_log,,,,,,
957,2,09:24.4,0.528,0,0,2022-10-23-0925_DATABASE_2_log,,,,,,
958,4,09:24.4,0.75,0,0,2022-10-23-0925_DATABASE_4_log,,,,,,
959,1,09:24.4,0.755,0,0,2022-10-23-0926_DATABASE_1_log,,,,,,
960,1,09:24.4,0.765,0,0,2022-10-23-0927_DATABASE_1_log,,,,,,
961,2,09:24.4,0.77,0,0,2022-10-23-0927_DATABASE_2_log,,,,,,
962,4,09:24.4,0.775,0,0,2022-10-23-0927_DATABASE_4_log,,,,,,
963,1,09:24.4,0.776,0,0,2022-10-23-0928_DATABASE_1_log,,,,,,
964,1,09:24.4,0.777,0,0,2022-10-23-0929_DATABASE_1_log,,,,,,
965,2,09:24.4,0.778,0,0,2022-10-23-0929_DATABASE_2_log,,,,,,
966,4,09:24.4,0.003,0,0,2022-10-23-0929_DATABASE_4_log,,,,,,
967,1,09:24.4,0.004,0,0,2022-10-23-0930_DATABASE_1_log,,,,,,
968,1,09:24.4,0.004,0,0,2022-10-23-0931_DATABASE_1_log,,,,,,
969,2,16:53.1,0.005,0,0,2022-10-23-0931_DATABASE_2_log,,,,,,
970,4,16:25.6,0.006,0,0,2022-10-23-0931_DATABASE_4_log,,,,,,
971,1,16:54.1,-0.069,0,0,2022-10-23-0932_DATABASE_1_log,,,,,,
972,2,28:59.1,0.428,0,0,2022-10-23-0932_DATABASE_2_log,,,,,,
973,4,29:17.1,0.434,0,0,2022-10-23-0932_DATABASE_4_log,,,,,,
974,1,31:53.6,0.437,0,0,2022-10-23-0933_DATABASE_1_log,,,,,,
975,1,39:25.8,0.438,0,0,2022-10-23-0934_DATABASE_1_log,,,,,,
976,2,42:33.2,0.439,0,0,2022-10-23-0934_DATABASE_2_log,,,,,,
977,4,42:33.2,0.44,0,0,2022-10-23-0934_DATABASE_4_log,,,,,,
978,1,42:33.2,0.441,0,0,2022-10-23-0935_DATABASE_1_log,,,,,,
979,1,42:33.2,0.441,0,0,2022-10-23-0936_DATABASE_1_log,,,,,,
980,2,42:33.2,0.443,0,0,2022-10-23-0936_DATABASE_2_log,,,,,,
981,1,42:33.2,0.445,0,0,2022-10-23-0937_DATABASE_1_log,,,,,,
982,2,42:33.2,0.446,0,0,2022-10-23-0937_DATABASE_2_log,,,,,,
983,1,42:33.2,0.446,0,0,2022-10-23-0938_DATABASE_1_log,,,,,,
984,2,42:33.2,0.447,0,0,2022-10-23-0938_DATABASE_2_log,,,,,,
985,1,42:33.2,0.447,0,0,2022-10-23-0939_DATABASE_1_log,,,,,,
986,2,42:33.2,0.449,0,0,2022-10-23-0939_DATABASE_2_log,,,,,,
987,1,42:33.2,0.45,0,0,2022-10-23-0940_DATABASE_1_log,,,,,,
988,1,42:33.2,0.451,0,0,2022-10-23-0941_DATABASE_1_log,,,,,,
989,2,42:33.2,0.455,0,0,2022-10-23-0941_DATABASE_2_log,,,,,,
990,1,42:33.2,0.456,0,0,2022-10-23-0942_DATABASE_1_log,,,,,,
991,2,42:33.2,0.473,0,0,2022-10-23-0942_DATABASE_2_log,,,,,,
992,1,42:33.2,0.693,0,0,2022-10-23-0943_DATABASE_1_log,,,,,,
993,2,42:33.2,0.695,0,0,2022-10-23-0943_DATABASE_2_log,,,,,,
994,1,42:33.2,0.39,0,0,2022-10-23-0944_DATABASE_1_log,,,,,,
995,2,42:33.2,-0.324,0,0,2022-10-23-0944_DATABASE_2_log,,,,,,
996,1,42:33.2,0.348,0,0,2022-10-23-0945_DATABASE_1_log,,,,,,
997,1,42:33.2,-0.598,0,0,2022-10-23-0946_DATABASE_1_log,,,,,,
998,2,42:33.2,-0.26,0,0,2022-10-23-0946_DATABASE_2_log,,,,,,
999,1,42:33.2,-0.681,0,0,2022-10-23-0947_DATABASE_1_log,,,,,,
1000,2,42:33.2,-0.414,0,0,2022-10-23-0947_DATABASE_2_log,,,,,,
1001,1,42:33.2,-0.078,0,0,2022-10-23-0948_DATABASE_1_log,,,,,,
1002,2,42:33.2,-0.267,0,0,2022-10-23-0948_DATABASE_2_log,,,,,,
1003,1,42:33.2,-0.202,0,0,2022-10-23-0949_DATABASE_1_log,,,,,,
1004,1,42:33.2,-0.623,0,0,2022-10-23-0950_DATABASE_1_log,,,,,,
1005,2,42:33.2,-0.616,0,0,2022-10-23-0950_DATABASE_2_log,,,,,,
1006,1,42:33.2,-0.616,0,0,2022-10-23-0951_DATABASE_1_log,,,,,,
1007,2,42:33.2,-0.486,0,0,2022-10-23-0951_DATABASE_2_log,,,,,,
1008,1,42:33.2,-0.595,0,0,2022-10-23-0952_DATABASE_1_log,,,,,,
1009,2,42:33.2,-0.74,0,0,2022-10-23-0952_DATABASE_2_log,,,,,,
1010,1,42:33.2,0.102,0,0,2022-10-23-0953_DATABASE_1_log,,,,,,
1011,2,42:33.2,0.029,0,0,2022-10-23-0953_DATABASE_2_log,,,,,,
1012,1,42:33.2,-0.57,0,0,2022-10-23-0954_DATABASE_1_log,,,,,,
1013,2,44:15.8,-0.569,0,0,2022-10-23-0954_DATABASE_2_log,,,,,,
1014,1,44:16.6,-0.567,0,0,2022-10-23-0955_DATABASE_1_log,,,,,,
1015,1,44:16.6,-0.566,0,0,2022-10-23-0956_DATABASE_1_log,,,,,,
1016,2,44:16.7,-0.566,0,0,2022-10-23-0956_DATABASE_2_log,,,,,,
1017,1,44:16.7,-0.564,0,0,2022-10-23-0957_DATABASE_1_log,,,,,,
1018,2,44:16.7,-0.563,0,0,2022-10-23-0957_DATABASE_2_log,,,,,,
1019,1,44:16.7,-0.557,0,0,2022-10-23-0958_DATABASE_1_log,,,,,,
1020,2,44:16.7,-0.457,0,0,2022-10-23-0958_DATABASE_2_log,,,,,,
1021,1,44:16.7,-0.455,0,0,2022-10-23-0959_DATABASE_1_log,,,,,,
1022,1,44:16.7,-0.45,0,0,2022-10-23-1000_DATABASE_1_log,,,,,,
1023,2,44:16.7,-0.45,0,0,2022-10-23-1000_DATABASE_2_log,,,,,,
1024,1,44:16.7,-0.446,0,0,2022-10-23-1001_DATABASE_1_log,,,,,,
1025,2,44:16.7,-0.446,0,0,2022-10-23-1001_DATABASE_2_log,,,,,,
1026,1,44:16.7,-0.445,0,0,2022-10-23-1002_DATABASE_1_log,,,,,,
1027,2,44:16.7,-0.445,0,0,2022-10-23-1002_DATABASE_2_log,,,,,,
1028,1,44:16.7,-0.445,0,0,2022-10-23-1003_DATABASE_1_log,,,,,,
1029,2,44:16.7,-0.434,0,0,2022-10-23-1003_DATABASE_2_log,,,,,,
1030,1,44:16.7,-0.434,0,0,2022-10-23-1004_DATABASE_1_log,,,,,,
1031,1,44:16.7,-0.433,0,0,2022-10-23-1005_DATABASE_1_log,,,,,,
1032,2,44:16.7,-0.433,0,0,2022-10-23-1005_DATABASE_2_log,,,,,,
1033,1,44:16.7,-0.432,0,0,2022-10-23-1006_DATABASE_1_log,,,,,,
1034,2,44:16.7,-0.432,0,0,2022-10-23-1006_DATABASE_2_log,,,,,,
1035,1,44:16.7,-0.431,0,0,2022-10-23-1007_DATABASE_1_log,,,,,,
1036,2,44:16.7,-0.427,0,0,2022-10-23-1007_DATABASE_2_log,,,,,,
1037,1,44:16.7,-0.174,0,0,2022-10-23-1008_DATABASE_1_log,,,,,,
1038,2,44:16.7,-0.172,0,0,2022-10-23-1008_DATABASE_2_log,,,,,,
1039,1,44:16.7,-0.127,0,0,2022-10-23-1009_DATABASE_1_log,,,,,,
1040,1,44:16.7,-0.65,0,0,2022-10-23-1010_DATABASE_1_log,,,,,,
1041,2,44:16.7,0.131,0,0,2022-10-23-1010_DATABASE_2_log,,,,,,
1042,1,44:16.7,-0.93,0,0,2022-10-23-1011_DATABASE_1_log,,,,,,
1043,2,44:16.7,0.318,0,0,2022-10-23-1011_DATABASE_2_log,,,,,,
1044,1,44:16.7,0.319,0,0,2022-10-23-1012_DATABASE_1_log,,,,,,
1045,2,44:16.7,0.319,0,0,2022-10-23-1012_DATABASE_2_log,,,,,,
1046,1,44:16.7,-0.664,0,0,2022-10-23-1013_DATABASE_1_log,,,,,,
1047,2,44:16.7,0.422,0,0,2022-10-23-1013_DATABASE_2_log,,,,,,
1048,1,44:16.7,0.423,0,0,2022-10-23-1014_DATABASE_1_log,,,,,,
1049,1,44:16.7,0.424,0,0,2022-10-23-1015_DATABASE_1_log,,,,,,
1050,2,44:16.7,0.425,0,0,2022-10-23-1015_DATABASE_2_log,,,,,,
1051,1,44:16.7,0.437,0,0,2022-10-23-1016_DATABASE_1_log,,,,,,
1052,2,44:16.7,0.44,0,0,2022-10-23-1016_DATABASE_2_log,,,,,,
1053,1,45:19.8,0.441,0,0,2022-10-23-1017_DATABASE_1_log,,,,,,
1054,2,46:30.7,0.441,0,0,2022-10-23-1017_DATABASE_2_log,,,,,,
1055,1,46:31.2,0.441,0,0,2022-10-23-1018_DATABASE_1_log,,,,,,
1056,1,46:31.8,0.442,0,0,2022-10-23-1019_DATABASE_1_log,,,,,,
1057,2,47:34.5,0.442,0,0,2022-10-23-1019_DATABASE_2_log,,,,,,
1058,1,56:40.7,0.443,0,0,2022-10-23-1020_DATABASE_1_log,,,,,,
1059,2,00:55.3,0.443,0,0,2022-10-23-1020_DATABASE_2_log,,,,,,
1060,1,00:55.3,0.445,0,0,2022-10-23-1021_DATABASE_1_log,,,,,,
1061,2,00:55.3,0.483,0,0,2022-10-23-1021_DATABASE_2_log,,,,,,
1062,1,00:55.3,0.484,0,0,2022-10-23-1022_DATABASE_1_log,,,,,,
1063,2,00:55.3,0.484,0,0,2022-10-23-1022_DATABASE_2_log,,,,,,
1064,1,00:55.3,0.485,0,0,2022-10-23-1023_DATABASE_1_log,,,,,,
1065,1,00:55.3,0.485,0,0,2022-10-23-1024_DATABASE_1_log,,,,,,
1066,2,00:55.3,-0.487,0,0,2022-10-23-1024_DATABASE_2_log,,,,,,
